Species_Name,n_sources,Sources
Solenodon paradoxus,11,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Stephan_etal_1970_Table1; Stephan_etal_1970_Table4; Stephan_etal_1981_TableI; Stephan_etal_1981_TableIV; Stephan_etal_1981_TableXIV; Stephan_etal_1982_Table1; Stephan_etal_1987_Table1
Sorex araneus,18,Ashwell__2020_SupplementaryTable; Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Frahm_etal_1982_Table2; Matano_etal_1985_a_Table1; Stephan_etal_1970_Table1; Stephan_etal_1970_Table4; Stephan_etal_1981_TableI; Stephan_etal_1981_TableIV; Stephan_etal_1981_TableVII; Stephan_etal_1981_TableX; Stephan_etal_1981_TableXII; Stephan_etal_1981_TableXIV; Stephan_etal_1982_Table1; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Sorex cinereus,4,Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Stephan_etal_1987_Table1
Sorex fumeus,2,Baron_etal_1987_Table1; Stephan_etal_1987_Table1
Sorex minutus,15,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Frahm_etal_1982_Table2; Matano_etal_1985_a_Table1; Stephan_etal_1970_Table1; Stephan_etal_1970_Table4; Stephan_etal_1981_TableI; Stephan_etal_1981_TableIV; Stephan_etal_1981_TableVII; Stephan_etal_1981_TableX; Stephan_etal_1981_TableXII; Stephan_etal_1981_TableXIV; Stephan_etal_1982_Table1; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Suncus etruscus,4,Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Stephan_etal_1987_Table1
Suncus megalura,3,Baron_etal_1988_Table1; Baron_etal_1990_Table1; Stephan_etal_1987_Table1
Suncus murinus,16,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Frahm_etal_1982_Table2; Matano_etal_1985_a_Table1; Stephan_etal_1970_Table1; Stephan_etal_1970_Table4; Stephan_etal_1981_TableI; Stephan_etal_1981_TableIV; Stephan_etal_1981_TableVII; Stephan_etal_1981_TableXII; Stephan_etal_1981_TableXIV; Stephan_etal_1982_Table1; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Sus scrofa domesticus,1,Ashwell__2020_SupplementaryTable
Sylvisorex granti,2,Baron_etal_1987_Table1; Stephan_etal_1987_Table1
Sylvisorex negalura,1,Baron_etal_1987_Table1
Symphalangus syndactylus,2,Bauernfeind_etal_2013_Table1; deSousa_etal_2010_Table1
Tachyglossus aculeatus,1,Ashwell__2020_SupplementaryTable
Talpa europaea,11,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Stephan_etal_1970_Table1; Stephan_etal_1970_Table4; Stephan_etal_1981_TableI; Stephan_etal_1981_TableIV; Stephan_etal_1981_TableXIV; Stephan_etal_1982_Table1; Stephan_etal_1987_Table1
Tamandua tetradactyla,4,Ashwell__2020_SupplementaryTable; Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2; Reep_etal_2007_Table1
Tarsipes rostratus,1,Ashwell__2020_SupplementaryTable
Tarsius sp.,23,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Bush_Allman_2004_a_Table2; Frahm_etal_1982_Table2; Frahm_etal_1984_Table1; Frahm_etal_1998_Table1; Frahm_Zilles_1994_Table1; Matano__1986_TableI; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Sherwood_etal_2005_Table1; Stephan_etal_1981_TableII; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableV; Stephan_etal_1981_TableVIII; Stephan_etal_1981_TableXI; Stephan_etal_1981_TableXIII; Stephan_etal_1981_TableXV; Stephan_etal_1982_Table1; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Tarsius syrichta,1,Bush_Allman_2003_Table1
Taxidea taxus,2,Ashwell__2020_SupplementaryTable; Reep_etal_2007_Table1
Tayassu tajacu,1,Ashwell__2020_SupplementaryTable
Tenrec ecaudatus,20,Ashwell__2020_SupplementaryTable; Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Frahm_etal_1982_Table2; Frahm_Zilles_1994_Table1; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Stephan_etal_1970_Table1; Stephan_etal_1970_Table4; Stephan_etal_1981_TableI; Stephan_etal_1981_TableIV; Stephan_etal_1981_TableVII; Stephan_etal_1981_TableX; Stephan_etal_1981_TableXII; Stephan_etal_1981_TableXIV; Stephan_etal_1982_Table1; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Thomomys talpoides,1,Ashwell__2020_SupplementaryTable
Thylamys elegans,1,Ashwell__2020_SupplementaryTable
Thylogale stigmatica,1,Ashwell__2020_SupplementaryTable
Thylogale thetis,1,Ashwell__2020_SupplementaryTable
Trachypithecus francoisi,1,Bauernfeind_etal_2013_Table1
Trichechus manatus,1,Reep_etal_2007_Table1
Trichechus manatus latirostris,1,Ashwell__2020_SupplementaryTable
Trichosurus arnhemensis,1,Ashwell__2020_SupplementaryTable
Trichosurus caninus,1,Ashwell__2020_SupplementaryTable
Tupaia glis,22,Ashwell__2020_SupplementaryTable; Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Frahm_etal_1982_Table2; Frahm_etal_1984_Table1; Matano__1986_TableI; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Stephan_etal_1970_Table2; Stephan_etal_1970_Table5; Stephan_etal_1981_TableII; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableV; Stephan_etal_1981_TableVIII; Stephan_etal_1981_TableXI; Stephan_etal_1981_TableXIII; Stephan_etal_1981_TableXV; Stephan_etal_1982_Table1; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Tupaia minor,9,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Frahm_etal_1984_Table1; Stephan_etal_1981_TableII; Stephan_etal_1981_TableV; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Tursiops truncatus,1,Ashwell__2020_SupplementaryTable
Urogale everetti,18,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Frahm_etal_1982_Table2; Frahm_etal_1984_Table1; Matano__1986_TableI; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Stephan_etal_1970_Table2; Stephan_etal_1970_Table5; Stephan_etal_1981_TableII; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableV; Stephan_etal_1981_TableXV; Stephan_etal_1982_Table1; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Ursus maritimus,3,Ashwell__2020_SupplementaryTable; Bush_Allman_2004_a_Table2; Reep_etal_2007_Table1
Varecia variegata,20,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Bauernfeind_etal_2013_Table1; Frahm_etal_1984_Table1; Frahm_Zilles_1994_Table1; Matano__1986_TableI; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Sherwood_etal_2005_Table1; Stephan_etal_1970_Table2; Stephan_etal_1970_Table5; Stephan_etal_1981_TableII; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableV; Stephan_etal_1981_TableXV; Stephan_etal_1982_Table1; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Vombatus ursinus,1,Ashwell__2020_SupplementaryTable
Vulpes vulpes,1,Reep_etal_2007_Table1
Vulpes zerda,3,Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2; Reep_etal_2007_Table1
Wallabia bicolor,1,Ashwell__2020_SupplementaryTable
Zaglossus bruijnii,1,Ashwell__2020_SupplementaryTable
Zalophus californianus,4,Ashwell__2020_SupplementaryTable; Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2; Reep_etal_2007_Table1
